10000 0.01
20000 0.02
30000 0.05
40000 0.10
50000 0.12
60000 0.13
70000 0.29
80000 0.34
90000 0.43
100000 0.56
110000 0.65
120000 0.68
130000 0.77
140000 1.29
150000 1.34
160000 1.60
170000 1.66
180000 1.88
190000 2.08
200000 2.14
220000 2.28
