10000 0.01
20000 0.03
30000 0.07
40000 0.16
50000 0.24
60000 0.38
70000 0.53
80000 0.78
90000 1.23
100000 1.59
110000 2.04
120000 2.53
130000 3.17
140000 3.78
150000 4.42
160000 5.24
170000 6.09
180000 7.19
190000 8.07
200000 9.27
220000 11.84
250000 16.49
300000 26.56
350000 40.65
400000 57.55
