10000 32704
20000 86048
30000 173520
40000 294912
50000 450096
60000 639248
70000 862416
80000 1119408
90000 1410464
100000 1735248
110000 2094160
120000 2486784
130000 2913536
140000 3374144
150000 3869056
160000 4397440
170000 4960192
180000 5557024
190000 6188176
200000 6853376
220000 8286272
