10000 29424
20000 99712
30000 160944
40000 376800
50000 434672
60000 622384
70000 1476928
80000 1476928
90000 1476944
100000 1712144
110000 2069344
120000 2460448
130000 2885424
140000 5861104
150000 5861104
160000 5861104
170000 5861120
180000 5861104
190000 6147344
200000 6809632
220000 8235872
